user_id,Review 1,Review 2,Review 3
5U9BCh32sOMKOwWOlppH0g,,"The charbroiled oysters are huge and taste great. This place gets really hyped up though, so sometimes the line stretches down the block to get in. The oysters are good, but not ""wait in line for an hour"" good. If you have the option, just try back when there isn't a line.",
5UDAYvL8ZoYtOG8gHldc_Q,,"This is a MUST do. Like the other reviews say, the line may seem long outside but don't let it deter you. It will go quick , the place is way bigger than it appears. 
We stopped at Felix's across the street for a bloody, put it in a to-go cup and waited in line for 15mins. So worth it.
You HAVE to get the char-broiled oysters to start. Even for non-oyster lovers . . This is a bucket list item. 
I got the seafood po boy, it was just ok. But, the slow-cooked roast beef is probably the best I ever had. Go for lunch on your 1st day in town , you won't regret it. 
If you get Will as your waiter, your in even better hands. 
Enjoy!",
5Ua8cbAtg5wVDi5wtNsP8A,,,The Taste of New Orleans was superb! The alligator was awesome! The catfish lafoute was so fresh! Definitely recommend to all of my friends and family!
5UddWFxC536scKMuYDinBQ,Long wait but totally worth it. Amazing service and amazing food. Their chicken lives up to the hype but if you aren't ready for the heat you'll be leaving in tears!,,
5UgUdUL8YS-doEo9I3itcA,,,"Went for dinner, our wait wasn't terrible, we had good timing. Once we were seated, we ordered as an appetizer the bbq shrimp, chargrilled oysters (Oceana specialty), and were sharing our meal of the Redfish specialty dish. Drinks came fast, then they told us they were out of the chargrilled oysters and could only get the raw, had them before and were not impressed. Why can't you just chargrill some raw ones?? Probably because the kitchen really doesn't cook your food fresh. Then we got our Redfish, it was over cooked or tasted like microwave leftovers. The sauce over it was fresh and the mashed potatoes with vegetables (it was just corn) were fine. Oh then they realized that the bbq shrimp should have come out first, they brought us the bbq shrimp and the sauce was really tasty. The shrimp was NOT gulf shrimp and it had a dinner roll stuffed into the sauce. I appreciate the effort, but I wanted some true New Orleans crunchy French bread, I asked and our waitress said they had not had any since COVID. If your going, don't wait in the long line, and don't think your getting something special. Nothing was picture worthy."
5VB6mr6ZthlDHEJdgLsQDA,,"Just chomped on 2 dozen oysters, fresh and chargrilled!!  Yikes so much better than Cali. The Cajun medley was great. Just the right portion sizes. Great fresh seafood!!!",
5VJlTN7a3kXkHOctR04MaQ,,,"We started with their famous char broiled oysters in a garlic mushroom cream sauce. I prefer raw oysters but these were so tasty and the sauce so delicious I'm hooked. Definitely a must have.

I got the blackened duck with an ettouffee cream sauce. The duck is smoked for 24 hours and then fried before serving. The duck was still tender and moist. It had a side of creole jambalaya and mustard greens. The greens were delicious.  The jambalaya was good but I prefer the cajun version better.

The wife got the blackened redfish with ettouffee sauce with the same sides. I got to try the fish and it was moist and cooked perfectly.  The spice level was spot on. 

We started with Swamp Tea and a hurricane and man were they tasty.

Can't wait to go back to New Orleans and hit this place up again."
5VMpCWG1rVsKUwjVShD_lw,,,Horrible. Found ALOT of oyster shell in my po boy. They got snippy when advised. Could care less about customer sat. Don't let the line outside fool you with MANY other choices in the area. CAUTION!!!
5VeR8MocJOGsHLRSPZScPw,Definitely worth visiting even if you have had other Nashville Hot chicken before. The taste is superb  and the sides are excellent.,,
5WAXxFPAKY-VDfbXREao1Q,"Hattie B's hot chicken is the best hot chicken that I have had since moving to Nashville. The line is sometimes fairly long, but the best part is that you can order online and have it delivered to your door with Uber Eats in less than 30 minutes! If it's your first time experiencing Hattie B's, I recommend eating at one of the locations (which is what I did as well), however the online order tasted just as fresh (and hot!).",,
5WEIhWcLGO3_1cwd9aVEWQ,,"I've been coming to Acme for many years while growing up visiting new orleans for Jazz Fest and it never disappoints. This year we got there around 5pm on Sunday to beat the dinner crowd which can sometimes have you standing in line for hours waiting for a table. Luckily we only had to wait about 15 mins before getting seated. The inside of Acme is super casual, with a mix of individual tables and communal seating at large picnic tables with classic checkered table clothes. The lighting is dim and the vibe is lively with people ready to dig into some seafood.

We got the chargrilled oysters to start, of course. This is a dish that everyone will love, even if they claim they don't like oysters, as did some of the people we were dining with. These are buttery and covered in parmesan and so delicious. And soaking up the oil/sauce in the bottom of the dish with the bread slices is just as good as the oysters themselves - this is why we come to Acme! For the main, we got some boiled crawfish and a seafood platter with fried shrimp, fried oysters, and crabcake to share. The crawfish were the biggest ones I had while in new orleans, super meaty tails that were easy to peel out of the shell, I could eat these all day. 

Fried seafood is pretty much all you'll find on this menu outside of the oysters and some apps but its delicious. The fried oysters were so tender and the shrimp was nice and meaty and paired really well with the arrangement of sauces they bring. My only complaint was with the crabcake which is fried as an entire patty and a bit more bready than I prefer. We got hushpuppies on the side, which were as yummy as ever! Overall, this is a fun, must-visit place when in new orleans!",
5WYEm4bfSBIaTSw_LSgLrg,,,Food is consistently great!  Been here many times and will keep coming back. Service was friendly and polite but very busy.
5WiR90Af3ru32ctRbtAEgg,,Worth the long lines! So yummy:-),
5XJ1g1Rj5tF5pMcPdXEQQA,,,"Where do I start!? The food was fantastic. The drinks were delicious. I got the red fish special, tough break it probably won't be available when you come, but woweeee. Mary helped us out and she was a sweetheart. Very attentive and was exactly what I hoped for in my first dinner in New Orleans. Definitely come in. Definitely eat. You'll love it."
5XLUh68LGJxP7NDhSCvUWg,,,Service was very good. Staff was friendly. Didn't rush us with any part of the meal. I had the redfish and my wife had ravioli. Both were excellent.  It seems like a number of restaurants in the quarter just rush you thru as fast as possible. We did not feel that way at all. And prices were reasonable.
5XdA2WDgAuix-rGQQUyiDg,"Went 3pm on a Wednesday and did not have to wait. Friendly staff. Ordered ""hot"" and it certainly was, but enjoyable. Recommend the pimento mac and cheese. Banana pudding is not something I'd usually order, but it was honestly the best part of the meal!",,
5Xkpuu0yzkqFDqyhf6j1Dw,,,"We understand it is covid, and service may be slow, but with that being said, service was not slow. Our server never once came to the table accept to order our drinks, food, and drop the food. I felt as though as soon as we sat and said waters all the way around, she decided we were not the table to care about. We were a party of 8, we ordered 2 appetizers, and they came out about 1 minute before our food was brought to the table. Our server never refilled anyone's drink. The crab cakes tasted off, the fried shrimp in the PO-boy tasted freezer burnt. The manager did not seem to care all to much. When he came to ask about the crab cakes he tried to argue that the crab cakes where fine, but he stopped and took them off the check. Now if you have every worked at a restaurant then you understand you can get in the weeds, but Chelsie (worst server I have had in a long time) when confronted on our bad service, pace of meal, and lack of care for a party that would have paid a nice tip on a $140 tab, simply stated she had 5 tables and was swamped. If you cannot handle 5 tables as a server, you should find a different job. None the less, you should not laugh when your guest says they are having/had a bad experience. So piece of advise Chelsie, do better next time and you will get paid."
5Y5NieHvFsWk-WZxy-CJJA,"If you are in Nashville, try this place out!! We did have to wait for about 30 minutes to get through the line but it was 12:00 for lunch so very busy. It's a small building. Everyone is very nice that works there! We got our food pretty quick after ordering. I got the SM dark, which is a leg and thigh, bread, & 2 sides. I got baked beans and Mac&cheese.

The beans were good. Mac&cheese had a different flavor to it but delicious! My husband got the French fries and wow, they were amazing!!! 

Chicken was amazing! I got southern which is no heat. Crispy coating and juicy chicken! It was so delicious; mouth is watering writing this post! Yum, yum, yum!!",,
5Y9kT4rqvBhubKkpvCiqiA,,,"First, the service was great. For the high customer volume our waiter still checked in on us regularly, made us feel welcome, and when the bartender forgot olives in my dirty martini--I know right?--he immediately noticed the missing detail and promptly brought olives by. Service was 5 stars. 

With regard to the food, however, I feel like the challenge for any business claiming so many accolades amidst such a touristy scene is to still create a fine dining experience despite it all. It all felt like the food quality had succumbed to the customer volume demands. It was adequate, but it wasn't mind blowing. For breakfast on the same day, I visited Cochon on the other side of town and was blown away by the oysters whereas at Oceana, I just thought theirs were OK.

Drinks were average, too."
5YEx9Yh8UyG9tU5TF4NZXg,Super yummy! Worth the wait! Definitely would come back here next time I'm in Nashville.,,
5YJ5Jado3qloALvxf4MxWw,,"What a delicious dinner!!!  The Chargrilled Oysters were so tasty, as was the Oysters Rockefeller Soup!  Mmm mmmm mmmm!  The service was fast, though I'm told there is often a wait line outside.  My companion ordered the fried crawfish po-boy which paled in comparison to the oyster dishes, but hey- it's an OYSTER house, so it's not surprising that's what they do best.  Highly recommended.",
5YSZ8yxf8i8a5U8WovoqRA,,,"I'm in this restaurant twice a week  Which means the food is absolutely great. My favorite dishes is the rockefeller oysters of course, it has the spinach smoke bacon and Pernod liqueur with parmesan cheese. You have to try it. But most definitely the blackened ribeye steak with the jambalaya and veggies. Service always good and of course my favorite bartender there is Josh. He is great, always keeps a smile and he gives good customer service."
5YUvPCHXZ-x2M5TKQUz3Lw,,,Great place for fried catfish.  You'd better make a reservation a week in advance or you might have to wait an hour to get inside but it is worth it!
5YlRAMnThD2tcjp-VLd-5g,"Hot Chicken and cold beer...does it get any better?  Damn Hot all the way, I can give or take the sides but lets real life is full of entrees why would I want to fill up on beans?  If you don't want to watch your fingertips melt off, try going for the tenders-all the flavor without the work.  Your body will probably hate you in ~8 hrs or so, but its totally worth it!  Best Hot Chicken in Nashville, hands down!",,
5Z7TnonIoVqTrSTgtugBTw,,,I came to New Orleans to see my sister and to eat some fantastic shrimp. She brought me to Oceana's and I can say it's one of the best BBQ shrimp I've ever had at a restaurant! I will definitely be coming back here to eat more shrimp and try their other food delights!
5ZCeGCshD9ukDvNglM7K9g,,"We were definitely happy with the food! It's well worth all the wait if you ever have a chance to visit New Orleans. We passed by Acme the first couple days and decided to wait for a weekday thinking it would be shorter lines. We were wrong. This place is always packed. The earlier you go the better chance it is the line does not reach the end of the street. There was only two of us so we didn't have to wait too long. The hostess said 40 min but we only waited about 10 min...the first time we went. Did I mention it was so delicious that we had to come back again the next day!!!! This time we had to wait about the 40-45 min but well worth it! We had the chargrilled oysters, soft shell platter, sampler platter that came with jambalaya-red beans and rice-gumbo and spicy sausage, breaded and fried crab claws and crawdads. I also had a prickly pear mojito. Yummy!!! The chargrilled oysters are out of this world!!!!!!! They are cooked to perfection. Warm and not rubbery. Seasoned with the perfect amount of herbs and cheese.",
5ZFGnaIS4wq-j08pu5khEA,,"AMAZING!!!  Worth the wait. This was a return visit after two years. I only came for the char grilled oysters. I have been craving these little gems.

I have tried many other restaurants that claim they cook ""Acme Oysters"" and nothing comes close.

Stand in the line because the wait is worth it. 

FYI, I did eat 1/2 dozen raw and 1/2 dozen char grilled oysters in the restaurant across the street, before this visit.",
5ZZEH-8gtQZcgunkrwMDTw,"As a visitor to Nashville, I was hoping to get some delicious Southern chicken, and Hattie B's did not disappoint. The line is super long, but the hot chicken was bomb and the sides were solid too. Definitely would recommend going to this place.",,
5Zsyhk8obmttCQbXA3rwtA,,"Bit of a disappointment.  We came here expecting a great dinner the night before leaving New Orleans and it was just ok.

The raw oysters were the best because they were really fresh and clean.  We also tried the grilled oysters, but they had way too much cheese on them.  The cup of Etouffe lacked flavor and the oyster Po Boy was not much better.  

Good place to come for some fresh oysters as an appetizer.","We had a great dining experience here.  The service was friendly even though we did have to wait in line for about 25 minutes.  The helpings are large and our server was great.   We had the ""Taste of New Orleans"" platter and that was very flavorful.  The cup of gumbo was also good and the real treat was the special Ahi Tuna that was stuffed with crabmeat..............fantastic!  

It was a good way to start our NOLA vacay and explore the great dishes of New Orleans."
5_5ZJ1ol8aq2hh103eedDw,,"Their char-grilled or the fresh oysters are to die for!!!!!!!!! I went two days in a row and then bought a po-boy to go to eat at the airport. Should've gotten 2 po-boys not 1.... 
Their etouffe with fried crawfish is also very good!! Gumbo is a bit salty.",
5_Raxw1urP4Hz9YEMniesg,,,OMG the loaded fries with gravy and cheese are something I would order as my last meal! I would highly recommend this place to get a nice New Orleans flare! I ordered the taste of New Orleans to get a nice sample of all that it has to offer although by far the fries and the crab cake appetizers were the best.
5_cX7xtHjrc0bAP-PmbMBg,,"During my stay in New Orleans, I tried numerous chargrilled oysters and this place was definitely the best. I wanted to lick my plate. The ""shuckers"" were very entertaining and watching their speed was memorizing. Great place!",
5_igwVXdvmfZu7PjaRT0Tg,I'm a Nashville native. Never grew up eating hot chicken. Don't know where this craze came from. It is a cute place and nice vibe but the chicken just isn't for me. I've eaten it twice now. I just don't like the breading. I do enjoy sitting there and having a beer.,,
5_voA-Un8flF_jf0Ih465A,,,"We went to Oceana Grill this past Monday. We had a reservation for 4 at 7:15.  We were lucky to have a reservation because the line for tables wrapped around the block--I'm sure the carnival season had something to do with that line but still.

Our waiter was nice and suggested the most popular items.
We ordered the oysters to start which was covered in Parmesan cheese and a creamy herb sauce. Really delicious but the taste of the oysters was lost in all of the flavor 
And my partner and I ordered- a taste of New Orleans which came with jambalaya, crawfish étouffe and red beans and rice with smoked sausage 
And I got the blackened redfish. It was good but nothing too crazy.
We enjoyed the bread pudding dessert which seems to be one of the most ordered items, we saw so many pass by on plates while we were eating. 

One of our friends ordered a couple drinks and said they were all sweet and delicious. One of the drinks even came with a little smoke lol.

It's definitely a nice spot to hang out and chill. People took their time eating and took even longer to leave the restaurant after paying the bill."
5a1X2vL8KHe3jhcRvWrnBQ,,"Wonderful little restaurant!! Food was delish and service was great. Boo Fries are yummy!! Soft Shell Crab, Fried Shrimp, Jumbalia, Chargrilled Oysters they were all good!! A lot of food!!Go enjoy you won't be sorry!",
5axupyLoGaIIR2bZPrpIHg,,,I had the crabcake pasta there last month. The sauce was great but the crabcake was meh!
5b2pXInwv42AYwLyDVW_Fg,Amazing fried chicken I got the hot and it was perfectly seasoned highly recommend a stop if your in Nashville,,
5bBmz_Y0Cbcvj9o6CqbIyA,,The best oysters!!!! the soft shell crab was really great here too. Friendly staff and very good customer service. When I head back out to New Orleans again it will be a must to go back too. :),
5bM2xRNSYJHXegGcuR92DA,Great fried chicken. The spices are perfect. I go as much as I can. Take out is the best!!!,,
5bQ7X8-otqZejbS1E9VCdg,when it comes to Hot Chicken. this place is the best even though they didnt come up with the concept of HOT CHICKEN..your choice of HOTTER THAN HADES.. DOWN TO ITS A LITTLE HOT IN HERE...nice selection of sides ...get there early for lunch its get a little crowded... and watch for the parking.. kind of on the scarce side.. but got go its a Nashvill experience...,,
5bk5M-1WylC18bzt7uZX9w,"I LOVE Hattie B's and have to visit every time I come home to Nashville. The chicken is obviously amazing. Pro tip: get the Hot chicken fingers because they are easier to eat. The spiciness varies occasionally each time, so just be warned if you avoid really spicy foods. If you come on a Sunday, you can get chicken and waffles and/or cheese grits. Also, you can call it ahead and pick it up to avoid waiting in the long line.",,
5bkVxglD7q11GF8_iMSGnQ,,"Chose this place because my wife is not a seafood eater. I had the grilled oysters and the medley. She had the sausage poor boy!
Oysters were fantastic! I only ordered 1/2 dozen because I wanted to eat all my dinner but wished I could have had more. 
The medley was jambalaya, gumbo, red beans and rice. Absolutely amazing!
Will definitely be back here!",
5brVyYOgkbT_ibCUrxoRiQ,,"Myself and 8 others selected this restaurant for a Saturday evening meal but only 3 of 9 enjoyed their food. Personally speaking I ordered the New Orleans Medley which included gumbo, jambalaya, and red beans and rice. I'm not sure if the food was lack luster due to us arriving late in the evening or if they just had a bad night but my food lacked flavor overall. The jambalaya was dry and the gumbo and red beans and rice needed more seasoning.

We did receive good service. The staff were quite nice and friendly.",
5cYoSptjNwQeaDTAiDt8WQ,,Early lunch on Sunday. Rhonda gave us excellent and attentive service.  She was very helpful with beverage and food suggestions and info. The crab cakes were the best that i have had.  My wife loved the boom boom shrimp and boo fries.  I had the Killer Buzz cocktail at Ronda's suggestion and enjoyed that also.,
5cfAcNe7iEiv4ASI-UasdQ,,"Amazing service, amazing oysters, amazing experience.

I'm not a picky eater, but I was still a little unsure about oysters.  I'd had them before once or twice, drowned in cocktail sauce.  A little hesitantly, we ordered a half dozen raw to start with, and I ordered their famed oyster po-boy for my entree.

The raw oysters were a pleasant surprise; extremely fresh tasting without any sand or grit that you can get from other places.  I threw a little hot sauce on one and that was perfect!  The oyster po-boy was an entirely different beast - fried gloriousness - but awesome in its own right.  I'm not a huge fan of fried food (okay, I am, but I hate the way it makes me feel afterward so I usually avoid it) but the batter on these oysters was not greasy at all.  Crunchy, with a slightly spicy kick to it.

To top it off, the waiter was really efficient and friendly.  He refilled our drinks before I even realized the glasses were missing from the table.  We don't get that kind of service in New York, especially at an affordable restaurant like this.",
5dK7rSjS9e3Mqd2nSWOxeg,,Can't go to New Orleans without hitting Acme...chargrilled oyster pleaseeeeee!,
5dS2zFOhVIt9ydQEFuaRKQ,,,Great recommendation from our hotel! Friendly staff. The flavors of the food were great. Wait time was fine. Portion sizes were very generous.  The drinks were on point as well.  Very happy with the entire experience. Good job to all!
5dbGpqrkwQMFfpVhV8b35w,,"Fantastic oysters. We had raw and grilled. Raw were delicious, but the char-grilled oysters are incredible. Definitely a must have.",
5eHCluRT06CKPKKfoM9UhA,,,"The overall experience was disappointing.  The food once it got to our table was made of good quality ingredients.  The wait for food was extremely slow. The shrimp po boy had 4 tiny shrimp not anything like the photo in the menu. It was tasty for the four bites out of 16 that had shrimp. For 15 dollars, the sandwich was poor at best.   Will not come back and will warn others of the experience.  The hotels push it very hard and get a kickback for promoting the 10 percent discount. A tourist trap.  Too bad, it could have been so much better if they had delivered the food on time and added a lot more shrimp."
5eKI5IE1LhtzUzE_DDWc8A,"Wow that was a spicy as ass chicken I ever have eaten in my life!
I had oNe shut the Cluck up chicken wing that's their hottest flavor then I had the chicken sandwich with damn hot second hottest flavor why the chicken wing was a burning sensation I don't think I can handle every day the sandwich was pure heaven I just wish I could get this in Houston if they open a location I think I will go once a week at least.

There's probably not much else I can adhere with so many reviews when I was there it was at 5595 I'm sure it's more now as I'm writing this review please come to Houston I will be one of your loyal customers for sure also bringing any of my friends love love spicy goodness:)'",,
5ebgNVoc37tBel3vuLzHvw,,"After a year of living here and avoiding Acme oyster house, I finally stood in that line. I feel like I am writing this review only to guide people who may be a little lost when choosing a place to eat in NOLA and because you likely are already going to go here with or without my blessing. 

First it has to be said, this is not the best place to eat. With that out of the way, it's not terrible. The line outside is completely over hyped and the food is so so for NOLA which means it will still rate as a 4.8 for non locals. 

Menu do's: 

Chargrilled oysters (better at Jacques imos and every across the street at felix's)
Crawfish hushpuppies
Oyster Rockefeller soup
Fried crab claws

We also has the boiled crawfish. Order this if you can't make it to a boil while you are in town. It doesn't come with all of the fixins most boils come with like potatoes and corn and garlic, etc. but it was solid. Not to salty which was nice.

The atmosphere is very lowbrow and buzzy. Try sitting at the bar if your party is small enough. It's cool to interact with the oyster shuckers and they are super knowledgeable and honest about the menu. Stick to beer or wine. Mixed drinks are on that basic as hell Applebee's level (remember that margarita from college you thought was good until you could afford a real drink? This is them.)

Although the fireworks were missing from me at Acme, you won't ruin your trip and you will leave satisfied when you go here.",
5f4UjxbMJwTPgmrHsB4DSg,,"After standing in a long line (~45mins) we were able to sit at the bar (2 ppl). We ordered a dozen chargrilled oysters, a dozen raw oysters and a side of seafood gumbo with rice. The chargrilled oysters were cooked in butter and a rich seasoning. It was divine! It was recommended to use a drop of chipotle tobacco for each oyster to gave it a smokey flavor. We used the bread to sop up leftover oyster-butter sauce. The raw oysters were fresh and very mild. The side of seafood gumbo was also very tasty but overwhelmingly salty for me (-1). 
Overall the service was quick (once we got a seat of course). I would recommend going here if there was a short line, but if it was as long as it was for us, you should go across the street to felix.. i'm sure they get their oysters from the same place.",
5f5RrUC3AZCDBiEdivdGEQ,,"It is touristy and crowded but I loved the oysters and you can't beat the location (just off bourbon st). Expect a bar atmosphere, great oysters and a cold beer. Nothing fancy.",
5fcPHaqpxvxlm5-0kr2GLQ,"Best hot chicken around. Lot of sides to choose from, some aren't the best. Good prices as well and selection between dark and white meat. Chicken and waffles available on Sundays. Great place to go with your friends and see what levels of spice each person can handle. Bring some milk if you're getting shut the cluck up.",,
5fnmMYnGSUO3Loj8wUMELA,,"My favorite casual eating spot in NOLA.  Great po boys, gumbo, oysters...everything!  A must go to if you've never been. Don't be scared of the line outside at busy times..goes by fast and worth the wait",
5g0EhDHF5KHCHHqmVFrJmQ,,"We ordered two dozens oysters, their oysters are big size, very juicy and fresh. Love it.",
5gT1R-EthZ3eGsrP8r79dg,"The whole experience was the best, similar to our Pittsburg PA excursion when we went to Primanti Brothers for there world known sandwiches...pull up to the joint and a minor search for parking ended with a primo spot. Walked up to the building and we were 15th in line to get in. Took about 20 minutes and we were in the door. This is when it can get challenging, order and wait for a seat, we ordered 2 half chickens 1-hot 1-mild with fries, Mac n cheese, greens and Coleslaw. I got a Pilsner ... 2 by the time we received our meals and just as we ordered a couple finished their meal and vacated a table.... Joey moved in and bingo, we have a table. We waited about 20 minutes for the food to be delivered to the table and we dug in. The mild chicken which I ordered was slamming good, crispy and hot.... Not greasy and full of flavor, Joey likes the spicy stuff and he loved his. He said it was hot but not offensive. The greens were bacon less but were tender and very flavorful. The coleslaw and Mac n cheese need some work, but I'm not there for sides.  Chicken was meaty and big and quite fulfilling. Nashville hot chicken is something that's  making its way back east.... We have some of the best wing spots in the nation so it might take some time before it catches on. 
 This place just gets it done.... Expect to wait, expect to rub elbows and expect to be satisfied when you leave. It's a great spot to say hello to strangers and diversify. Loved it!!!",,
5gkdhh228EdYsW8CDo53VQ,,,"The food was incredibly bad. I usually do not leave comment card but in this case I did.  No response from the Oceana Grill as of today.  
I had the shrimp po-boy.  The shrimp tasted like small rocks that had been fried.  The sauce that seemed an after thought was ok, but the small amount they put on the Po  Boy didn't allow me to taste it.  Overall one of the worst meals I have had to fight through."
5grZ6xxgiVG-HH-pfbY4TQ,If you are visiting Nashville or a local this place is a MUST HIT. It's the best chicken of your life. I promise you will thank me one day.,,
5guEZeu_A0Ab_yCQuVSZMw,Came here just for the banana pudding and we were not disappointed . This is such a simple but so so delicious dessert . Walked across the city just to find this place . So yummy .,,
5h5p6fPSUSnOqBB__YiBdw,,"Oysters are so good here! Never disappointing! The corn and shrimp chowder was also good, the waiter recommended we put a little chipotle hot sauce in it and wow it was even better, the chipotle sauce gave it a little
Smoky taste which was irresistible. The drinks are pretty good here too! We also tried the boiled crawfish and the seafood etouffe. The boiled crawfish were packed with flavor, it has a lemon pimento, peppery type of taste which was yummy! The seafood etouffe was flavorful too.  I'm not a big fan of fried food anywhere really because I can't stand overly battered foods...but my bf wanted to try to friend crawfish, of course I ended up taking off the batter before eating.",
5hLVGG1sLIwwVh6UDpmSWg,,Their barbequed oysters are great!  We also really liked the fried fish platter with the swai fillets.  Their coleslaw is excellent.  Try the buffallo style hot sauce.   Well worth the wait,
5hVEkcYwzzi901X90GAL7A,"First of all be prepared to wait in line! It was absolutely completely worth the wait! I was a brave soul and ordered the hottest heat level chicken on the menu. Yes, there was an initial frightening burn but, it did level out to a good even heat. Even though it was scorchingly volcanic I could still taste the juicy fresh chicken and that wonderful crispy skin! The sauce is not just heat it packs a very flavorful punch! This level of heat is indeed not for the timid...most mortals would be wise to choose a milder version of this delectable treat. I ate the whole order...except for the white bread at the bottom that soaked up some of that firey hell sauce! Sweated a bit, eyes watering, mouth on fire, nose running,etc. Whatever you do...wash your hands as thoroughly as possible! And never touch your eyes or any other delicate areas afterward! Believe me, I took those precautions quite seriously! Oh...also try the mac&cheese!",,
5hZBzO-RWKWUmHbpXVR3uA,"Great food and experience, but the whole ordering and food delivery system could use an overhaul.",,
5hcyV6r5CZXknrMpxO_txA,,Fried oysters really good. Spirits variety amazing. 5 star service at the bar. Hubby loved his fish. We'll worth the wait in line.,
5hgK5FmDhXiTkidxYPDvBQ,,"Terrible service and a long wait for food.  Oysters were good, but not worth the bad experience.  Never going back!",
5iIdGfgvtUnlQ7AdlMmRUQ,,,"We knew there was something about this place when we saw the line out of the door and down the block, so we made sure to visit before we left.

I counted it a major win when the hostess came down the line looking for a party of 5 to be seated right away (and we were)!  Our waiter, Brian, was on the money.  He made great recommendations and his timing to the table was always perfect.

The portions here were filling and the ambiance was family-friendly.  We made friends with the people at the table next to us, which further enhanced our experience.  I highly recommend trying the seafood pastas and the specialty drinks.  You won't be disappointed."
5iKKJn8j-ybKsvZGk3E6Vg,,As an appetizer I ordered the roast beef cheddar fries they were very good! For my aunt I ordered the fish and shrimp combination. The fish was crispy just the way I liked it!,
5iMdTrTOtsme7Gl5RquGXA,,"Best oysters!!  We sat at the counter both times we were there.  The guys shucking the oysters were fun, friendly and so worth the trip!",
5iN-abK277ymGQs6HWvNqg,I'm a Nashville resident and I even love Hattie B's. This place isn't just for tourists. Key to getting the food fast is placing an online order. It'll be fresh and prompt to eat and you can eat it in the restaurant. You'll skip the entire line. This place never disappoints,,
5i_8sfqLgtRrW1ZBE8bwGQ,,"I had heard lots of hype from friends who have traveled to the Big easy along with just about every lyft & Uber driver I took while in town that this was THEE SPOT for the towns famous chargrilled oysters and I would have to agreed they were some serious fire!!  

Also ordered the delicious ""Boo Fries"" which are some good ol american french fires smothered in what tastes like a thanksgiving gravy sauce with  but is actually just some bomb roast beef",
5iaQ33PjHqmvOEbc9uEH3g,,"Was a nice greeting, best service , awesome food ever.
Highly recommended!!!!!!!
We all 8ppl enjoyed and were so happy.
Great job guys",
5iuLx3_sSyXz3GXXsgERcg,,"Raw oysters were delicious, but not worth waiting in line for.  I was most looking forward to the char-grilled oysters and they were tasty in that they had a super butter-garlic flavor.  Could  you tell that there was an oyster in there?  Not really as the oyster shrivels to nothing in the shell, and the best part sopping up the juices with your bread.

Otherwise, pretty standard New Orleans standards.  The shrimp gumbo didn't actually have any shrimp in it.  I guess that counts as a complaint thought the flavor was good.  The red beans and rice were above average though I preferred Popeye's so . . .

On a final note the crawpuppies were delicious as seemingly all the fried foods are done well.  In any case there ain't no magic being performed here.  Fresh, raw oysters done well and points for the historic nature of the business (since 1910).",
5ivDUhw0YyAYSRoMEu1ODA,,,"Redfish was amazing.  Very big serving for lunch.  Excellent service!   Shrimp Po Boy was also really good.  Had it grilled instead and fried.  Fries were also very good. 

Great atmosphere too.  Had lunch on a Monday and it was very busy."
5jK2Q0ERz6nipc1BI7OzTw,"We were in town for my husbands birthday with dinner reservations planned for the entire weekend but we knew we had to try Hattie B's. The hour wait to get in was well worth it. My sisters and I split the hot chicken sandwich, fries, and dirty bird fries (we had dinner reservations so we wanted to keep it small). I have never had a better hot chicken sandwich! The chicken was crispy but tender and the bread was soft but a slight crunch from the way it was toasted. The sauce was finger licking good! We were almost tempted to cancel our dinner plans just to order more of sandwich, it was that good!
The Dirty Bird fries were also delicious but I would definitely stick with the sandwich if it's your first time. Will definitely try the LA one to see if there's a difference.",,
5jPcYriIZLTVC9xst29Mjg,,The line was long but the greeters were moving people in and out if there so fast so the wait didnt seem so bad. The restaurant is decent just a little dark kind of dingy but lets talk about the food. Chargrilled oysters were so good freaking amazing and the softshell crab was well seasoned I should have gotten two. All and all I enjoyed my experience at the Acme Oyster House!,
5jwBiol-rMJGqBozyAvt1w,"So I'm not a fan of the ""wet"" style fried skin on fried chicken BUT this chicken was pretty tasty... we had the MEDIUM and it had a little kick!  Love the crinkle fries and the 2 little sliced pickles that they top the chicken with.  You walk up to the counter and order then pay.  They give you a number to set on your table... the inside dining is pretty small but they have a large enclosed tent style patio with more tables.  The workers are hustling and the cooks are getting the food cooked pretty quickly!  I hope Miss Hattie is RICH!  There was alot of traffic in and out of that joint! OH - parking is slim pickins...",,
5k6IHcGWTAqoLuSPEmgdnw,,,"I love oceans grill! Anytime we're in new Orleans its our first stop. Fresh oysters and food, great drinks, friendly attentive staff and always delicious chef specials. If you're looking for gator, come get you a po boy! It's awesome!"
5khFrXTYchpDIwiemYal9A,,"Came in from Houston, TX and this restaurant is just a lot of hype. The oysters were far from tasting fresh, the charbroiled oysters were excessively buttery, and the crab cake was lame. Next time I will go into Felix!!",
5ktiv3GeuFn34LNg4HJYHA,"We got in line about 30 minutes before Hattie Bs opened and waited over an hour. Once we got inside you could see why the line was so long. The inside didn't have a ton of space, but that's okay. What it lacked in size it made up for with flavor! This was hands down, the best fried chicken I have ever had. The side of potato salad was very good as well. The cole saw was underwhelming, but I still rate this place a 5/5!",,
